region,week_date,sales,running_total
AFRICA,15/4/19,2061933,1943361049
AFRICA,15/4/19,13610190,1943361049
AFRICA,15/4/19,22073,1943361049
AFRICA,15/4/19,502986,1943361049
AFRICA,15/4/19,33711,1943361049
AFRICA,15/4/19,277997,1943361049
AFRICA,15/4/19,11536,1943361049
AFRICA,15/4/19,2147652,1943361049
AFRICA,15/6/20,14539790,2081283639
AFRICA,15/6/20,5926732,2081283639
AFRICA,15/6/20,2237137,2081283639
AFRICA,15/6/20,1639588,2081283639
AFRICA,15/6/20,46911,2081283639
AFRICA,15/6/20,450601,2081283639
AFRICA,15/6/20,3678695,2081283639
AFRICA,15/6/20,448800,2081283639
AFRICA,15/6/20,14804,2081283639
AFRICA,15/6/20,1950791,2081283639
AFRICA,15/6/20,23499,2081283639
AFRICA,15/6/20,43229728,2081283639
AFRICA,15/6/20,436474,2081283639
AFRICA,15/6/20,40598,2081283639
AFRICA,15/6/20,5208820,2081283639
AFRICA,15/6/20,887638,2081283639
AFRICA,15/6/20,253754,2081283639
AFRICA,15/6/20,1472729,2081283639
AFRICA,15/6/20,22049538,2081283639
AFRICA,15/6/20,2228845,2081283639
AFRICA,15/6/20,6632494,2081283639
AFRICA,15/6/20,44100,2081283639
AFRICA,15/6/20,31113,2081283639
AFRICA,15/6/20,39207,2081283639
AFRICA,15/6/20,848913,2081283639
AFRICA,15/6/20,4688349,2081283639
AFRICA,15/6/20,1180732,2081283639
AFRICA,15/6/20,2047246,2081283639
AFRICA,15/6/20,7276,2081283639
AFRICA,15/6/20,515146,2081283639
AFRICA,15/6/20,758373,2081283639
AFRICA,15/6/20,14239196,2081283639
AFRICA,15/6/20,50466,2081283639
AFRICA,15/6/20,74507,2081283639
AFRICA,15/7/19,395391,2222942489
AFRICA,15/7/19,21931261,2222942489
AFRICA,15/7/19,392422,2222942489
AFRICA,15/7/19,358958,2222942489
AFRICA,15/7/19,4502757,2222942489
AFRICA,15/7/19,5770,2222942489
AFRICA,15/7/19,1266808,2222942489
AFRICA,15/7/19,879683,2222942489
AFRICA,15/7/19,2356991,2222942489
AFRICA,15/7/19,1500998,2222942489
AFRICA,15/7/19,48296,2222942489
AFRICA,15/7/19,47203905,2222942489
AFRICA,15/7/19,17208,2222942489
AFRICA,15/7/19,5410875,2222942489
AFRICA,15/7/19,13530015,2222942489
AFRICA,15/7/19,62534,2222942489
AFRICA,15/7/19,2354734,2222942489
AFRICA,15/7/19,703079,2222942489
AFRICA,15/7/19,377250,2222942489
AFRICA,15/7/19,569393,2222942489
AFRICA,15/7/19,2361759,2222942489
AFRICA,15/7/19,211858,2222942489
AFRICA,15/7/19,2691788,2222942489
AFRICA,15/7/19,41277,2222942489
AFRICA,15/7/19,29905,2222942489
AFRICA,15/7/19,14832181,2222942489
AFRICA,15/7/19,3647160,2222942489
AFRICA,15/7/19,6473394,2222942489
AFRICA,15/7/19,27100,2222942489
AFRICA,15/7/19,5708878,2222942489
AFRICA,15/7/19,42447,2222942489
AFRICA,15/7/19,48728,2222942489
AFRICA,15/7/19,1633350,2222942489
AFRICA,15/7/19,40697,2222942489
AFRICA,16/4/18,3464407,2348314716
AFRICA,16/4/18,273030,2348314716
AFRICA,16/4/18,33783,2348314716
AFRICA,16/4/18,396590,2348314716
AFRICA,16/4/18,30185,2348314716
AFRICA,16/4/18,18550416,2348314716
AFRICA,16/4/18,19270,2348314716
AFRICA,16/4/18,18654,2348314716
AFRICA,16/4/18,4712023,2348314716
AFRICA,16/4/18,2547868,2348314716
AFRICA,16/4/18,233685,2348314716
AFRICA,16/4/18,2173395,2348314716
AFRICA,16/4/18,1308224,2348314716
AFRICA,16/4/18,1580292,2348314716
AFRICA,16/4/18,5668447,2348314716
AFRICA,16/4/18,11515897,2348314716
AFRICA,16/4/18,2304116,2348314716
AFRICA,16/4/18,36219,2348314716
AFRICA,16/4/18,294436,2348314716
AFRICA,16/4/18,835670,2348314716
AFRICA,16/4/18,3717859,2348314716
AFRICA,16/4/18,36086,2348314716
AFRICA,16/4/18,2258926,2348314716
AFRICA,16/4/18,31757,2348314716
AFRICA,16/4/18,3880,2348314716
AFRICA,16/4/18,13323462,2348314716
AFRICA,16/4/18,150471,2348314716
AFRICA,16/4/18,4436929,2348314716
AFRICA,16/4/18,512283,2348314716
AFRICA,16/4/18,14661,2348314716
AFRICA,16/4/18,43131910,2348314716
AFRICA,16/4/18,1439653,2348314716
AFRICA,16/4/18,37915,2348314716
AFRICA,16/4/18,279828,2348314716
AFRICA,16/7/18,4630,2482263004
AFRICA,16/7/18,33108,2482263004
AFRICA,16/7/18,2310033,2482263004
AFRICA,16/7/18,589627,2482263004
AFRICA,16/7/18,2328244,2482263004
AFRICA,16/7/18,34061,2482263004
AFRICA,16/7/18,33358,2482263004
AFRICA,16/7/18,1401723,2482263004
AFRICA,16/7/18,12239513,2482263004
AFRICA,16/7/18,29246,2482263004
AFRICA,16/7/18,279199,2482263004
AFRICA,16/7/18,324730,2482263004
AFRICA,16/7/18,44368,2482263004
AFRICA,16/7/18,3954243,2482263004
AFRICA,16/7/18,1399321,2482263004
AFRICA,16/7/18,4846137,2482263004
AFRICA,16/7/18,5152367,2482263004
AFRICA,16/7/18,3522476,2482263004
AFRICA,16/7/18,6122375,2482263004
AFRICA,16/7/18,331864,2482263004
AFRICA,16/7/18,14122826,2482263004
AFRICA,16/7/18,23170,2482263004
AFRICA,16/7/18,2484392,2482263004
AFRICA,16/7/18,2286339,2482263004
AFRICA,16/7/18,19592163,2482263004
AFRICA,16/7/18,317372,2482263004
AFRICA,16/7/18,952782,2482263004
AFRICA,16/7/18,45494,2482263004
AFRICA,16/7/18,13730,2482263004
AFRICA,16/7/18,169424,2482263004
AFRICA,16/7/18,479836,2482263004
AFRICA,16/7/18,1577810,2482263004
AFRICA,16/7/18,46882181,2482263004
AFRICA,16/7/18,20146,2482263004
AFRICA,17/6/19,44036,2617756544
AFRICA,17/6/19,46733,2617756544
AFRICA,17/6/19,5658271,2617756544
AFRICA,17/6/19,1146718,2617756544
AFRICA,17/6/19,6237220,2617756544
AFRICA,17/6/19,369513,2617756544
AFRICA,17/6/19,372813,2617756544
AFRICA,17/6/19,19138,2617756544
AFRICA,17/6/19,38979,2617756544
AFRICA,17/6/19,2579386,2617756544
AFRICA,17/6/19,337175,2617756544
AFRICA,17/6/19,187019,2617756544
AFRICA,17/6/19,20804932,2617756544
AFRICA,17/6/19,2293547,2617756544
AFRICA,17/6/19,3665861,2617756544
AFRICA,17/6/19,28688,2617756544
AFRICA,17/6/19,45427484,2617756544
AFRICA,17/6/19,13387740,2617756544
AFRICA,17/6/19,4307523,2617756544
AFRICA,17/6/19,5176431,2617756544
AFRICA,17/6/19,7562,2617756544
AFRICA,17/6/19,843261,2617756544
AFRICA,17/6/19,2176776,2617756544
AFRICA,17/6/19,1586994,2617756544
AFRICA,17/6/19,341515,2617756544
AFRICA,17/6/19,45096,2617756544
AFRICA,17/6/19,13400561,2617756544
AFRICA,17/6/19,28763,2617756544
AFRICA,17/6/19,531126,2617756544
AFRICA,17/6/19,56938,2617756544
AFRICA,17/6/19,610534,2617756544
AFRICA,17/6/19,39092,2617756544
AFRICA,17/6/19,2205236,2617756544
AFRICA,17/6/19,1490879,2617756544
AFRICA,17/8/20,1773019,2759637862
AFRICA,17/8/20,3828901,2759637862
AFRICA,17/8/20,486614,2759637862
AFRICA,17/8/20,5073372,2759637862
AFRICA,17/8/20,466859,2759637862
AFRICA,17/8/20,22773234,2759637862
AFRICA,17/8/20,1002507,2759637862
AFRICA,17/8/20,2153208,2759637862
AFRICA,17/8/20,41827,2759637862
AFRICA,17/8/20,524853,2759637862
AFRICA,17/8/20,9569,2759637862
AFRICA,17/8/20,46232,2759637862
AFRICA,17/8/20,766933,2759637862
AFRICA,17/8/20,2166279,2759637862
AFRICA,17/8/20,4764104,2759637862
AFRICA,17/8/20,14503756,2759637862
AFRICA,17/8/20,1559841,2759637862
AFRICA,17/8/20,6051427,2759637862
AFRICA,17/8/20,2416174,2759637862
AFRICA,17/8/20,26023,2759637862
AFRICA,17/8/20,73925,2759637862
AFRICA,17/8/20,55995,2759637862
AFRICA,17/8/20,48155,2759637862
AFRICA,17/8/20,885237,2759637862
AFRICA,17/8/20,469577,2759637862
AFRICA,17/8/20,44301952,2759637862
AFRICA,17/8/20,14564224,2759637862
AFRICA,17/8/20,2422702,2759637862
AFRICA,17/8/20,19159,2759637862
AFRICA,17/8/20,256974,2759637862
AFRICA,17/8/20,6889807,2759637862
AFRICA,17/8/20,1362736,2759637862
AFRICA,17/8/20,33973,2759637862
AFRICA,17/8/20,62170,2759637862
AFRICA,18/5/20,4801310,2900763459
AFRICA,18/5/20,789634,2900763459
AFRICA,18/5/20,27920,2900763459
AFRICA,18/5/20,522563,2900763459
AFRICA,18/5/20,1685671,2900763459
AFRICA,18/5/20,14498529,2900763459
AFRICA,18/5/20,44493573,2900763459
AFRICA,18/5/20,39477,2900763459
AFRICA,18/5/20,915413,2900763459
AFRICA,18/5/20,907257,2900763459
AFRICA,18/5/20,22377941,2900763459
AFRICA,18/5/20,3624839,2900763459
AFRICA,18/5/20,54615,2900763459
AFRICA,18/5/20,262445,2900763459
