item_name,whsle_px_rmb-kg
Sichuan Red Cedar,29.06
Sichuan Red Cedar,29.64
Sichuan Red Cedar,30.1
Sichuan Red Cedar,30.41
Sichuan Red Cedar,30.51
Sichuan Red Cedar,32.0
Sichuan Red Cedar,32.0
Sichuan Red Cedar,32.33
Sichuan Red Cedar,32.33
Sichuan Red Cedar,32.54
Sichuan Red Cedar,32.56
Sichuan Red Cedar,32.61
Sichuan Red Cedar,33.11
Sichuan Red Cedar,33.58
Sichuan Red Cedar,34.36
Sichuan Red Cedar,35.04
Sichuan Red Cedar,35.16
Sichuan Red Cedar,35.23
Sichuan Red Cedar,35.26
Sichuan Red Cedar,35.97
Sichuan Red Cedar,36.0
Sichuan Red Cedar,36.84
Sichuan Red Cedar,36.85
Sichuan Red Cedar,37.0
Sichuan Red Cedar,37.0
Sichuan Red Cedar,37.07
Sichuan Red Cedar,37.12
Sichuan Red Cedar,37.25
Sichuan Red Cedar,37.36
Sichuan Red Cedar,37.58
Sichuan Red Cedar,37.63
Sichuan Red Cedar,37.78
Sichuan Red Cedar,37.84
Sichuan Red Cedar,37.84
Sichuan Red Cedar,38.01
Sichuan Red Cedar,38.8
Sichuan Red Cedar,38.82
Sichuan Red Cedar,38.84
Sichuan Red Cedar,39.06
Sichuan Red Cedar,39.06
Sichuan Red Cedar,39.06
Sichuan Red Cedar,39.06
Sichuan Red Cedar,39.07
Sichuan Red Cedar,39.45
Sichuan Red Cedar,40.31
Sichuan Red Cedar,40.37
Sichuan Red Cedar,40.45
Sichuan Red Cedar,40.45
Sichuan Red Cedar,40.84
Sichuan Red Cedar,41.66
Sichuan Red Cedar,41.66
Sichuan Red Cedar,41.77
Sichuan Red Cedar,44.0
Sichuan Red Cedar,44.6
Sichuan Red Cedar,44.68
Sichuan Red Cedar,45.33
Sichuan Red Cedar,45.34
Sichuan Red Cedar,45.76
Sichuan Red Cedar,45.77
Sichuan Red Cedar,45.77
Sichuan Red Cedar,46.32
Sichuan Red Cedar,46.33
Sichuan Red Cedar,46.36
Sichuan Red Cedar,58.6
Local Xiaomao Cabbage,1.99
Local Xiaomao Cabbage,2.0
Local Xiaomao Cabbage,2.02
Local Xiaomao Cabbage,2.06
Local Xiaomao Cabbage,2.08
Local Xiaomao Cabbage,2.09
Local Xiaomao Cabbage,2.42
Local Xiaomao Cabbage,2.44
Local Xiaomao Cabbage,2.57
Local Xiaomao Cabbage,2.58
Local Xiaomao Cabbage,2.6
Local Xiaomao Cabbage,2.6
Local Xiaomao Cabbage,2.6
Local Xiaomao Cabbage,2.61
Local Xiaomao Cabbage,2.65
Local Xiaomao Cabbage,2.7
Local Xiaomao Cabbage,2.99
Local Xiaomao Cabbage,3.0
Local Xiaomao Cabbage,3.0
Local Xiaomao Cabbage,3.0
Local Xiaomao Cabbage,3.0
Local Xiaomao Cabbage,3.0
Local Xiaomao Cabbage,3.0
Local Xiaomao Cabbage,3.0
Local Xiaomao Cabbage,3.07
Local Xiaomao Cabbage,3.08
Local Xiaomao Cabbage,3.15
Local Xiaomao Cabbage,3.16
Local Xiaomao Cabbage,3.43
Local Xiaomao Cabbage,3.43
Local Xiaomao Cabbage,3.43
Local Xiaomao Cabbage,3.44
Local Xiaomao Cabbage,3.44
Local Xiaomao Cabbage,3.44
Local Xiaomao Cabbage,3.45
Local Xiaomao Cabbage,3.49
Local Xiaomao Cabbage,3.55
Local Xiaomao Cabbage,3.6
Local Xiaomao Cabbage,3.65
Local Xiaomao Cabbage,3.65
Local Xiaomao Cabbage,3.66
Local Xiaomao Cabbage,3.67
Local Xiaomao Cabbage,3.88
Local Xiaomao Cabbage,3.9
Local Xiaomao Cabbage,3.97
Local Xiaomao Cabbage,4.0
Local Xiaomao Cabbage,4.0
Local Xiaomao Cabbage,4.0
Local Xiaomao Cabbage,4.02
Local Xiaomao Cabbage,4.13
Local Xiaomao Cabbage,4.4
White Caitai,1.0
White Caitai,1.19
White Caitai,1.28
White Caitai,1.29
White Caitai,1.37
White Caitai,1.38
White Caitai,1.4
White Caitai,1.4
White Caitai,1.4
White Caitai,1.4
White Caitai,1.4
White Caitai,1.4
White Caitai,1.4
White Caitai,1.4
White Caitai,1.4
White Caitai,1.4
White Caitai,1.4
White Caitai,1.42
White Caitai,1.42
White Caitai,1.42
White Caitai,1.58
White Caitai,1.62
White Caitai,1.64
White Caitai,1.78
White Caitai,1.8
White Caitai,2.0
White Caitai,2.0
White Caitai,2.1
White Caitai,2.2
White Caitai,2.2
White Caitai,2.2
White Caitai,2.2
White Caitai,2.2
White Caitai,2.2
White Caitai,2.24
White Caitai,2.25
White Caitai,2.29
White Caitai,2.3
White Caitai,2.3
White Caitai,2.37
White Caitai,2.4
White Caitai,2.4
White Caitai,2.44
White Caitai,2.56
White Caitai,2.57
White Caitai,2.57
White Caitai,2.6
White Caitai,2.6
White Caitai,2.6
White Caitai,2.6
White Caitai,2.6
White Caitai,2.6
White Caitai,2.6
White Caitai,2.6
White Caitai,2.6
White Caitai,2.6
White Caitai,2.6
White Caitai,2.61
White Caitai,2.64
White Caitai,2.64
White Caitai,2.69
White Caitai,2.99
White Caitai,3.0
White Caitai,3.0
White Caitai,3.0
White Caitai,3.02
White Caitai,3.04
White Caitai,3.21
White Caitai,3.27
White Caitai,3.33
White Caitai,3.39
White Caitai,3.4
White Caitai,3.4
White Caitai,3.4
White Caitai,3.4
White Caitai,3.4
White Caitai,3.4
White Caitai,3.4
White Caitai,3.4
White Caitai,3.4
White Caitai,3.4
White Caitai,3.4
White Caitai,3.41
White Caitai,3.41
White Caitai,3.41
White Caitai,3.41
White Caitai,3.41
White Caitai,3.41
White Caitai,3.41
White Caitai,3.41
White Caitai,3.61
White Caitai,3.84
White Caitai,3.84
White Caitai,5.23
White Caitai,5.24
White Caitai,5.24
White Caitai,11.4
Amaranth,0.1
Amaranth,0.11
Amaranth,0.8
Amaranth,0.99
Amaranth,1.0
Amaranth,1.34
Amaranth,1.36
Amaranth,1.36
Amaranth,1.37
Amaranth,1.37
Amaranth,1.37
Amaranth,1.38
Amaranth,1.38
Amaranth,1.38
Amaranth,1.38
Amaranth,1.39
Amaranth,1.39
Amaranth,1.39
Amaranth,1.4
Amaranth,1.4
Amaranth,1.41
Amaranth,1.41
Amaranth,1.41
Amaranth,1.42
Amaranth,1.44
Amaranth,1.44
Amaranth,1.46
Amaranth,1.46
Amaranth,1.47
Amaranth,1.47
Amaranth,1.47
Amaranth,1.48
Amaranth,1.48
Amaranth,1.49
Amaranth,1.49
Amaranth,1.49
Amaranth,1.5
Amaranth,1.51
Amaranth,1.52
Amaranth,1.59
Amaranth,1.6
Amaranth,1.6
Amaranth,1.61
Amaranth,1.62
Amaranth,1.62
Amaranth,1.62
Amaranth,1.63
Amaranth,1.63
Amaranth,1.63
Amaranth,1.64
Amaranth,1.66
Amaranth,1.67
Amaranth,1.67
Amaranth,1.67
Amaranth,1.67
Amaranth,1.68
Amaranth,1.68
Amaranth,1.68
Amaranth,1.69
Amaranth,1.69
Amaranth,1.69
Amaranth,1.7
Amaranth,1.72
Amaranth,1.76
Amaranth,1.77
Amaranth,1.78
Amaranth,1.78
Amaranth,1.78
Amaranth,1.78
Amaranth,1.79
Amaranth,1.79
Amaranth,1.79
Amaranth,1.8
Amaranth,1.8
Amaranth,1.8
Amaranth,1.8
Amaranth,1.8
Amaranth,1.81
Amaranth,1.81
Amaranth,1.81
Amaranth,1.81
Amaranth,1.81
Amaranth,1.82
Amaranth,1.82
Amaranth,1.82
Amaranth,1.82
Amaranth,1.82
Amaranth,1.83
Amaranth,1.84
Amaranth,1.84
Amaranth,1.84
Amaranth,1.84
Amaranth,1.85
Amaranth,1.85
Amaranth,1.85
Amaranth,1.85
Amaranth,1.85
Amaranth,1.85
Amaranth,1.85
Amaranth,1.85
Amaranth,1.86
Amaranth,1.86
Amaranth,1.86
Amaranth,1.86
Amaranth,1.86
Amaranth,1.86
Amaranth,1.88
Amaranth,1.88
Amaranth,1.88
Amaranth,1.88
Amaranth,1.88
Amaranth,1.89
Amaranth,1.9
Amaranth,1.92
Amaranth,1.92
Amaranth,1.93
Amaranth,1.93
Amaranth,1.94
Amaranth,1.94
Amaranth,1.96
Amaranth,1.98
Amaranth,1.98
Amaranth,1.99
Amaranth,1.99
Amaranth,1.99
Amaranth,2.0
Amaranth,2.0
Amaranth,2.0
Amaranth,2.0
Amaranth,2.01
Amaranth,2.02
Amaranth,2.02
Amaranth,2.02
Amaranth,2.03
Amaranth,2.03
Amaranth,2.03
Amaranth,2.03
Amaranth,2.03
Amaranth,2.04
Amaranth,2.04
Amaranth,2.04
Amaranth,2.04
Amaranth,2.05
Amaranth,2.05
Amaranth,2.05
Amaranth,2.06
Amaranth,2.06
Amaranth,2.06
Amaranth,2.08
Amaranth,2.08
Amaranth,2.08
Amaranth,2.09
Amaranth,2.09
Amaranth,2.1
Amaranth,2.1
Amaranth,2.1
Amaranth,2.1
Amaranth,2.12
Amaranth,2.13
Amaranth,2.15
Amaranth,2.16
Amaranth,2.16
Amaranth,2.16
Amaranth,2.17
Amaranth,2.17
Amaranth,2.17
Amaranth,2.17
Amaranth,2.17
Amaranth,2.17
Amaranth,2.17
Amaranth,2.17
Amaranth,2.17
Amaranth,2.18
Amaranth,2.18
Amaranth,2.18
Amaranth,2.18
Amaranth,2.18
Amaranth,2.19
Amaranth,2.19
Amaranth,2.19
Amaranth,2.19
Amaranth,2.2
Amaranth,2.2
Amaranth,2.21
Amaranth,2.21
Amaranth,2.21
Amaranth,2.21
Amaranth,2.21
Amaranth,2.21
Amaranth,2.22
Amaranth,2.24
Amaranth,2.24
Amaranth,2.26
Amaranth,2.27
Amaranth,2.29
Amaranth,2.29
Amaranth,2.31
Amaranth,2.31
Amaranth,2.32
Amaranth,2.32
Amaranth,2.32
Amaranth,2.33
Amaranth,2.34
Amaranth,2.34
Amaranth,2.34
Amaranth,2.34
Amaranth,2.34
Amaranth,2.34
Amaranth,2.35
Amaranth,2.36
Amaranth,2.37
Amaranth,2.37
Amaranth,2.37
Amaranth,2.37
Amaranth,2.37
Amaranth,2.37
Amaranth,2.37
Amaranth,2.38
Amaranth,2.38
Amaranth,2.38
Amaranth,2.38
Amaranth,2.38
Amaranth,2.38
Amaranth,2.39
Amaranth,2.39
Amaranth,2.39
Amaranth,2.4
Amaranth,2.41
Amaranth,2.41
Amaranth,2.42
Amaranth,2.42
Amaranth,2.42
Amaranth,2.45
Amaranth,2.45
Amaranth,2.45
Amaranth,2.45
Amaranth,2.47
Amaranth,2.48
Amaranth,2.48
Amaranth,2.48
Amaranth,2.49
Amaranth,2.49
Amaranth,2.49
Amaranth,2.51
Amaranth,2.52
Amaranth,2.52
Amaranth,2.52
Amaranth,2.52
Amaranth,2.53
Amaranth,2.54
Amaranth,2.54
Amaranth,2.55
Amaranth,2.56
Amaranth,2.56
Amaranth,2.57
Amaranth,2.58
Amaranth,2.58
Amaranth,2.58
Amaranth,2.62
Amaranth,2.62
Amaranth,2.64
Amaranth,2.65
Amaranth,2.65
Amaranth,2.65
Amaranth,2.65
Amaranth,2.65
Amaranth,2.65
Amaranth,2.66
Amaranth,2.66
Amaranth,2.67
Amaranth,2.67
Amaranth,2.68
Amaranth,2.68
Amaranth,2.69
Amaranth,2.69
Amaranth,2.71
Amaranth,2.73
Amaranth,2.75
Amaranth,2.77
Amaranth,2.79
Amaranth,2.79
Amaranth,2.8
Amaranth,2.8
Amaranth,2.81
Amaranth,2.81
Amaranth,2.82
Amaranth,2.82
Amaranth,2.82
Amaranth,2.83
Amaranth,2.83
Amaranth,2.84
Amaranth,2.84
Amaranth,2.84
Amaranth,2.84
Amaranth,2.85
Amaranth,2.86
Amaranth,2.86
Amaranth,2.86
Amaranth,2.86
Amaranth,2.88
Amaranth,2.88
Amaranth,2.88
Amaranth,2.89
Amaranth,2.89
Amaranth,2.89
Amaranth,2.89
Amaranth,2.9
Amaranth,2.9
Amaranth,2.9
Amaranth,2.91
Amaranth,2.91
Amaranth,2.92
Amaranth,2.96
Amaranth,2.96
Amaranth,2.98
Amaranth,2.99
Amaranth,3.01
Amaranth,3.01
Amaranth,3.02
Amaranth,3.03
Amaranth,3.04
Amaranth,3.06
Amaranth,3.08
Amaranth,3.1
Amaranth,3.13
Amaranth,3.14
Amaranth,3.15
Amaranth,3.16
Amaranth,3.16
Amaranth,3.17
Amaranth,3.18
Amaranth,3.19
Amaranth,3.19
Amaranth,3.21
Amaranth,3.21
Amaranth,3.22
Amaranth,3.22
Amaranth,3.23
Amaranth,3.24
Amaranth,3.26
Amaranth,3.26
Amaranth,3.27
Amaranth,3.3
Amaranth,3.3
Amaranth,3.31
Amaranth,3.32
Amaranth,3.32
Amaranth,3.35
Amaranth,3.35
Amaranth,3.36
Amaranth,3.37
Amaranth,3.37
Amaranth,3.37
Amaranth,3.39
Amaranth,3.39
Amaranth,3.39
Amaranth,3.4
Amaranth,3.41
Amaranth,3.41
Amaranth,3.44
Amaranth,3.44
Amaranth,3.44
Amaranth,3.44
Amaranth,3.44
Amaranth,3.45
Amaranth,3.46
Amaranth,3.46
Amaranth,3.48
Amaranth,3.49
Amaranth,3.49
Amaranth,3.5
Amaranth,3.55
Amaranth,3.56
Amaranth,3.57
Amaranth,3.58
Amaranth,3.59
Amaranth,3.59
Amaranth,3.6
Amaranth,3.64
Amaranth,3.67
Amaranth,3.71
Amaranth,3.72
Amaranth,3.72
Amaranth,3.72
Amaranth,3.76
Amaranth,3.78
Amaranth,3.8
Amaranth,3.81
Amaranth,3.81
Amaranth,3.82
Amaranth,3.82
Amaranth,3.83
Amaranth,3.83
Amaranth,3.84
Amaranth,3.84
Amaranth,3.84
Amaranth,3.84
Amaranth,3.84
Amaranth,3.85
Amaranth,3.85
Amaranth,3.86
Amaranth,3.87
Amaranth,3.88
Amaranth,3.89
Amaranth,3.89
Amaranth,3.92
Amaranth,3.93
Amaranth,3.95
Amaranth,3.96
Amaranth,3.97
Amaranth,3.98
Amaranth,4.0
Amaranth,4.0
Amaranth,4.02
Amaranth,4.02
Amaranth,4.02
Amaranth,4.02
Amaranth,4.03
Amaranth,4.04
Amaranth,4.04
Amaranth,4.07
Amaranth,4.09
Amaranth,4.09
Amaranth,4.1
Amaranth,4.11
Amaranth,4.11
Amaranth,4.11
Amaranth,4.11
Amaranth,4.13
Amaranth,4.14
Amaranth,4.14
Amaranth,4.17
Amaranth,4.17
Amaranth,4.17
Amaranth,4.19
Amaranth,4.21
Amaranth,4.21
Amaranth,4.21
Amaranth,4.22
Amaranth,4.22
Amaranth,4.22
Amaranth,4.23
Amaranth,4.23
Amaranth,4.23
Amaranth,4.23
Amaranth,4.23
Amaranth,4.24
Amaranth,4.24
Amaranth,4.24
Amaranth,4.26
Amaranth,4.26
Amaranth,4.26
Amaranth,4.27
Amaranth,4.28
Amaranth,4.28
Amaranth,4.29
Amaranth,4.29
Amaranth,4.31
Amaranth,4.33
Amaranth,4.34
Amaranth,4.34
Amaranth,4.34
Amaranth,4.38
Amaranth,4.41
Amaranth,4.45
Amaranth,4.47
Amaranth,4.52
Amaranth,4.54
Amaranth,4.57
Amaranth,4.62
Amaranth,4.63
Amaranth,4.72
Amaranth,4.74
Amaranth,4.74
Amaranth,4.75
Amaranth,4.76
Amaranth,4.76
Amaranth,4.78
Amaranth,4.79
Amaranth,4.8
Amaranth,4.81
Amaranth,4.82
Amaranth,4.82
Amaranth,4.86
Amaranth,4.86
Amaranth,4.93
Amaranth,5.0
Amaranth,5.09
Amaranth,5.12
Amaranth,5.12
Amaranth,5.14
Amaranth,5.14
Amaranth,5.15
Amaranth,5.23
Amaranth,5.24
Amaranth,5.24
Amaranth,5.24
Amaranth,5.32
Amaranth,5.34
Amaranth,5.34
Amaranth,5.35
Amaranth,5.35
Amaranth,5.37
Amaranth,5.37
Amaranth,5.38
Amaranth,5.38
Amaranth,5.39
Amaranth,5.39
Amaranth,5.4
Amaranth,5.42
Amaranth,5.44
Amaranth,5.44
Amaranth,5.45
Amaranth,5.45
Amaranth,5.48
Amaranth,5.51
Amaranth,5.53
Amaranth,5.56
Amaranth,5.6
Amaranth,5.61
Amaranth,5.63
Amaranth,5.63
Amaranth,5.63
Amaranth,5.67
Amaranth,5.68
Amaranth,5.68
Amaranth,5.69
Amaranth,5.72
Amaranth,5.8
Amaranth,5.84
Amaranth,5.91
Amaranth,6.03
Amaranth,6.1
Amaranth,6.13
Amaranth,6.15
Amaranth,6.15
Amaranth,6.15
Amaranth,6.15
Amaranth,6.2
Amaranth,6.23
Amaranth,6.26
Amaranth,6.26
Amaranth,6.31
Amaranth,6.32
Amaranth,6.33
Amaranth,6.37
Amaranth,6.4
Amaranth,6.41
Amaranth,6.46
Amaranth,6.6
Amaranth,6.62
Amaranth,6.7
Amaranth,6.85
Amaranth,7.03
Amaranth,7.03
Amaranth,7.03
Amaranth,7.04
Amaranth,7.05
Amaranth,7.12
Amaranth,7.12
Amaranth,7.12
Amaranth,7.13
Amaranth,7.13
Amaranth,7.15
Amaranth,7.15
Amaranth,7.33
Amaranth,7.34
Amaranth,7.34
Amaranth,7.39
Amaranth,7.62
Amaranth,7.7
Amaranth,7.7
Amaranth,7.7
Amaranth,7.71
Amaranth,7.71
Amaranth,7.87
Amaranth,7.95
Amaranth,7.96
Amaranth,7.97
Amaranth,7.97
Amaranth,8.0
Amaranth,8.05
Amaranth,8.1
Amaranth,8.11
Amaranth,8.12
Amaranth,8.14
Amaranth,8.14
Amaranth,8.14
Amaranth,8.14
Amaranth,8.16
Amaranth,8.16
Amaranth,8.17
Amaranth,8.18
Amaranth,8.18
Amaranth,8.18
Amaranth,8.19
Amaranth,8.19
Amaranth,8.19
Amaranth,8.19
Amaranth,8.23
Amaranth,8.24
Amaranth,8.26
Amaranth,9.04
Amaranth,9.04
Amaranth,9.11
Amaranth,9.57
Amaranth,9.61
Amaranth,9.62
Amaranth,9.65
Amaranth,10.0
Amaranth,10.14
Amaranth,10.14
Amaranth,10.15
Amaranth,10.16
Amaranth,10.16
Amaranth,10.18
Amaranth,10.19
Amaranth,10.43
Amaranth,10.43
Amaranth,10.43
Amaranth,10.84
Amaranth,11.17
Amaranth,11.3
Amaranth,11.31
Amaranth,11.41
Amaranth,11.68
Amaranth,11.68
Amaranth,11.81
Amaranth,11.82
Amaranth,11.83
Amaranth,11.85
Amaranth,11.85
Amaranth,11.96
Amaranth,11.97
Amaranth,11.97
Amaranth,11.98
Amaranth,12.07
Amaranth,12.07
Amaranth,12.08
Amaranth,12.08
Amaranth,12.08
Amaranth,12.1
Amaranth,12.46
Amaranth,12.46
Amaranth,12.5
Amaranth,12.5
Amaranth,12.69
Amaranth,12.83
Amaranth,12.83
Amaranth,13.28
Amaranth,14.1
Amaranth,14.1
Yunnan Shengcai,0.01
Yunnan Shengcai,0.02
Yunnan Shengcai,0.09
Yunnan Shengcai,0.1
Yunnan Shengcai,0.1
Yunnan Shengcai,0.1
Yunnan Shengcai,0.1
Yunnan Shengcai,0.12
Yunnan Shengcai,1.91
Yunnan Shengcai,2.49
Yunnan Shengcai,3.19
Yunnan Shengcai,3.19
Yunnan Shengcai,3.2
Yunnan Shengcai,3.3
Yunnan Shengcai,3.3
Yunnan Shengcai,3.3
Yunnan Shengcai,3.3
Yunnan Shengcai,3.32
Yunnan Shengcai,3.33
Yunnan Shengcai,3.36
Yunnan Shengcai,3.37
Yunnan Shengcai,3.37
Yunnan Shengcai,3.39
Yunnan Shengcai,3.39
Yunnan Shengcai,3.4
Yunnan Shengcai,3.4
Yunnan Shengcai,3.4
Yunnan Shengcai,3.4
Yunnan Shengcai,3.4
Yunnan Shengcai,3.4
Yunnan Shengcai,3.4
Yunnan Shengcai,3.4
Yunnan Shengcai,3.42
Yunnan Shengcai,3.42
Yunnan Shengcai,3.43
Yunnan Shengcai,3.44
Yunnan Shengcai,3.45
Yunnan Shengcai,3.46
Yunnan Shengcai,3.46
Yunnan Shengcai,3.47
Yunnan Shengcai,3.47
Yunnan Shengcai,3.47
Yunnan Shengcai,3.47
Yunnan Shengcai,3.48
Yunnan Shengcai,3.48
Yunnan Shengcai,3.48
Yunnan Shengcai,3.48
Yunnan Shengcai,3.49
Yunnan Shengcai,3.5
Yunnan Shengcai,3.5
Yunnan Shengcai,3.5
Yunnan Shengcai,3.5
Yunnan Shengcai,3.52
Yunnan Shengcai,3.53
Yunnan Shengcai,3.53
Yunnan Shengcai,3.55
Yunnan Shengcai,3.56
Yunnan Shengcai,3.56
Yunnan Shengcai,3.58
Yunnan Shengcai,3.59
Yunnan Shengcai,3.59
Yunnan Shengcai,3.59
Yunnan Shengcai,3.59
Yunnan Shengcai,3.59
Yunnan Shengcai,3.6
Yunnan Shengcai,3.6
Yunnan Shengcai,3.6
Yunnan Shengcai,3.6
Yunnan Shengcai,3.6
Yunnan Shengcai,3.6
Yunnan Shengcai,3.6
Yunnan Shengcai,3.6
Yunnan Shengcai,3.6
Yunnan Shengcai,3.67
Yunnan Shengcai,3.67
Yunnan Shengcai,3.67
Yunnan Shengcai,3.67
Yunnan Shengcai,3.67
Yunnan Shengcai,3.68
Yunnan Shengcai,3.68
Yunnan Shengcai,3.68
Yunnan Shengcai,3.68
