index,whsle_date,item_code,whsle_px_rmb-kg
5573,2020-11-11 00:00:00,102900005125808,20.39
5592,2020-11-12 00:00:00,102900005115199,32.56
5619,2020-11-12 00:00:00,102900005125808,20.58
5634,2020-11-12 00:00:00,102900011012871,65.81
5667,2020-11-13 00:00:00,102900005125808,22.65
5687,2020-11-14 00:00:00,102900005115199,37.63
5714,2020-11-14 00:00:00,102900005125808,21.29
5734,2020-11-15 00:00:00,102900005115199,37.78
5761,2020-11-15 00:00:00,102900005125808,20.63
5779,2020-11-16 00:00:00,102900005115199,37.84
5806,2020-11-16 00:00:00,102900005125808,20.41
5823,2020-11-17 00:00:00,102900005115199,37.84
5847,2020-11-17 00:00:00,102900005125808,20.31
5865,2020-11-18 00:00:00,102900005115199,37.12
5891,2020-11-18 00:00:00,102900005125808,20.31
5910,2020-11-19 00:00:00,102900005115199,36.85
5937,2020-11-19 00:00:00,102900005125808,20.31
5981,2020-11-20 00:00:00,102900005125808,20.33
6001,2020-11-21 00:00:00,102900005115199,36.84
6028,2020-11-21 00:00:00,102900005125808,20.59
6048,2020-11-22 00:00:00,102900005115199,37.07
6076,2020-11-22 00:00:00,102900005125808,20.96
6120,2020-11-23 00:00:00,102900005125808,20.92
6163,2020-11-24 00:00:00,102900005125808,21.16
6207,2020-11-25 00:00:00,102900005125808,21.61
6253,2020-11-26 00:00:00,102900005125808,20.87
6299,2020-11-27 00:00:00,102900005125808,20.05
6311,2020-11-27 00:00:00,102900011012871,61.54
6318,2020-11-28 00:00:00,102900005115199,45.77
6366,2020-11-29 00:00:00,102900005115199,45.76
6460,2020-12-01 00:00:00,102900005115199,45.77
6574,2020-12-03 00:00:00,102900005116943,22.32
6623,2020-12-04 00:00:00,102900005116943,22.88
6643,2020-12-04 00:00:00,102900011012871,61.46
6671,2020-12-05 00:00:00,102900005116943,28.63
6694,2020-12-05 00:00:00,102900011012871,61.47
6722,2020-12-06 00:00:00,102900005116943,29.18
6730,2020-12-06 00:00:00,102900005125808,21.45
6773,2020-12-07 00:00:00,102900005116943,29.52
6781,2020-12-07 00:00:00,102900005125808,27.31
6825,2020-12-08 00:00:00,102900005116943,30.23
6834,2020-12-08 00:00:00,102900005125808,26.56
6846,2020-12-08 00:00:00,102900011012871,61.48
6876,2020-12-09 00:00:00,102900005116943,30.22
6885,2020-12-09 00:00:00,102900005125808,27.39
6900,2020-12-09 00:00:00,102900011012871,61.5
6928,2020-12-10 00:00:00,102900005116943,30.65
6936,2020-12-10 00:00:00,102900005125808,33.58
6981,2020-12-11 00:00:00,102900005116943,32.22
6990,2020-12-11 00:00:00,102900005125808,33.71
7036,2020-12-12 00:00:00,102900005116943,34.52
7045,2020-12-12 00:00:00,102900005125808,36.32
7060,2020-12-12 00:00:00,102900011012871,61.84
7093,2020-12-13 00:00:00,102900005116943,36.85
7102,2020-12-13 00:00:00,102900005125808,37.8
7118,2020-12-13 00:00:00,102900011012871,61.28
7149,2020-12-14 00:00:00,102900005116943,35.74
7156,2020-12-14 00:00:00,102900005125808,38.06
7194,2020-12-15 00:00:00,102900005116943,34.86
7204,2020-12-15 00:00:00,102900005125808,37.96
7217,2020-12-15 00:00:00,102900011012871,61.3
7248,2020-12-16 00:00:00,102900005116943,34.84
7256,2020-12-16 00:00:00,102900005125808,41.63
7299,2020-12-17 00:00:00,102900005116943,34.85
7307,2020-12-17 00:00:00,102900005125808,42.39
7353,2020-12-18 00:00:00,102900005116943,34.86
7363,2020-12-18 00:00:00,102900005125808,43.26
7376,2020-12-18 00:00:00,102900011012871,61.32
7407,2020-12-19 00:00:00,102900005116943,34.86
7416,2020-12-19 00:00:00,102900005125808,45.27
7460,2020-12-20 00:00:00,102900005116943,34.27
7469,2020-12-20 00:00:00,102900005125808,45.39
7482,2020-12-20 00:00:00,102900011012871,61.29
7511,2020-12-21 00:00:00,102900005116943,34.05
7520,2020-12-21 00:00:00,102900005125808,43.43
7532,2020-12-21 00:00:00,102900011012871,61.32
7559,2020-12-22 00:00:00,102900005116943,34.07
7568,2020-12-22 00:00:00,102900005125808,43.04
7608,2020-12-23 00:00:00,102900005116943,34.06
7617,2020-12-23 00:00:00,102900005125808,42.8
7658,2020-12-24 00:00:00,102900005116943,34.88
7667,2020-12-24 00:00:00,102900005125808,41.2
7706,2020-12-25 00:00:00,102900005116943,37.79
7715,2020-12-25 00:00:00,102900005125808,41.69
7727,2020-12-25 00:00:00,102900011012871,61.29
7754,2020-12-26 00:00:00,102900005116943,39.21
7763,2020-12-26 00:00:00,102900005125808,42.12
7802,2020-12-27 00:00:00,102900005116943,40.24
7812,2020-12-27 00:00:00,102900005125808,42.37
7852,2020-12-28 00:00:00,102900005116943,40.24
7861,2020-12-28 00:00:00,102900005125808,42.37
7899,2020-12-29 00:00:00,102900005116943,40.25
7907,2020-12-29 00:00:00,102900005125808,42.9
7947,2020-12-30 00:00:00,102900005116943,40.13
7955,2020-12-30 00:00:00,102900005125808,43.06
7997,2020-12-31 00:00:00,102900005116943,38.42
8005,2020-12-31 00:00:00,102900005125808,42.96
8045,2021-01-01 00:00:00,102900005116943,32.29
8054,2021-01-01 00:00:00,102900005125808,39.94
8092,2021-01-02 00:00:00,102900005116943,33.84
8100,2021-01-02 00:00:00,102900005125808,37.9
8138,2021-01-03 00:00:00,102900005116943,33.89
8146,2021-01-03 00:00:00,102900005125808,37.89
8195,2021-01-04 00:00:00,102900005125808,37.95
8234,2021-01-05 00:00:00,102900005116943,32.07
8243,2021-01-05 00:00:00,102900005125808,46.05
8281,2021-01-06 00:00:00,102900005116943,32.08
8290,2021-01-06 00:00:00,102900005125808,46.06
8331,2021-01-07 00:00:00,102900005116943,32.06
8340,2021-01-07 00:00:00,102900005125808,46.61
8363,2021-01-08 00:00:00,102900005115885,20.24
8378,2021-01-08 00:00:00,102900005116943,32.07
8386,2021-01-08 00:00:00,102900005125808,46.85
8411,2021-01-09 00:00:00,102900005115885,20.24
8426,2021-01-09 00:00:00,102900005116943,32.07
8433,2021-01-09 00:00:00,102900005125808,46.81
8471,2021-01-10 00:00:00,102900005116943,33.85
8480,2021-01-10 00:00:00,102900005125808,45.29
8517,2021-01-11 00:00:00,102900005116943,35.66
8526,2021-01-11 00:00:00,102900005125808,45.17
8562,2021-01-12 00:00:00,102900005116943,34.99
8570,2021-01-12 00:00:00,102900005125808,45.17
8605,2021-01-13 00:00:00,102900005116943,33.86
8613,2021-01-13 00:00:00,102900005125808,46.31
8648,2021-01-14 00:00:00,102900005116943,22.14
8656,2021-01-14 00:00:00,102900005125808,46.63
8693,2021-01-15 00:00:00,102900005116943,22.04
8700,2021-01-15 00:00:00,102900005125808,46.43
8737,2021-01-16 00:00:00,102900005116943,21.76
8745,2021-01-16 00:00:00,102900005125808,50.81
8782,2021-01-17 00:00:00,102900005116943,21.54
8791,2021-01-17 00:00:00,102900005125808,47.64
8819,2021-01-18 00:00:00,102900005115885,20.23
8834,2021-01-18 00:00:00,102900005116943,20.86
8843,2021-01-18 00:00:00,102900005125808,47.77
8881,2021-01-19 00:00:00,102900005116943,20.39
8889,2021-01-19 00:00:00,102900005125808,51.27
8930,2021-01-20 00:00:00,102900005116943,20.08
8937,2021-01-20 00:00:00,102900005125808,49.17
8978,2021-01-21 00:00:00,102900005116943,23.98
8986,2021-01-21 00:00:00,102900005125808,46.09
9014,2021-01-22 00:00:00,102900005115885,20.22
9029,2021-01-22 00:00:00,102900005116943,24.62
9036,2021-01-22 00:00:00,102900005125808,47.9
9061,2021-01-23 00:00:00,102900005115885,20.23
9076,2021-01-23 00:00:00,102900005116943,25.17
9083,2021-01-23 00:00:00,102900005125808,49.29
9099,2021-01-23 00:00:00,102900051004294,20.46
9124,2021-01-24 00:00:00,102900005116943,25.95
9131,2021-01-24 00:00:00,102900005125808,48.97
9175,2021-01-25 00:00:00,102900005116943,25.88
9182,2021-01-25 00:00:00,102900005125808,48.92
9223,2021-01-26 00:00:00,102900005116943,25.75
9232,2021-01-26 00:00:00,102900005125808,50.61
9276,2021-01-27 00:00:00,102900005116943,23.68
9282,2021-01-27 00:00:00,102900005125808,49.25
9321,2021-01-28 00:00:00,102900005116943,24.31
9329,2021-01-28 00:00:00,102900005125808,49.83
9370,2021-01-29 00:00:00,102900005116943,24.86
9377,2021-01-29 00:00:00,102900005125808,47.37
9417,2021-01-30 00:00:00,102900005116943,24.73
9427,2021-01-30 00:00:00,102900005125808,50.05
9469,2021-01-31 00:00:00,102900005116943,24.27
9478,2021-01-31 00:00:00,102900005125808,48.09
9521,2021-02-01 00:00:00,102900005116943,24.28
9530,2021-02-01 00:00:00,102900005125808,48.05
9573,2021-02-02 00:00:00,102900005116943,23.66
9582,2021-02-02 00:00:00,102900005125808,48.05
9624,2021-02-03 00:00:00,102900005116943,21.89
9634,2021-02-03 00:00:00,102900005125808,42.3
9675,2021-02-04 00:00:00,102900005116943,20.52
9685,2021-02-04 00:00:00,102900005125808,40.37
9728,2021-02-05 00:00:00,102900005116943,22.28
9733,2021-02-05 00:00:00,102900005125808,40.27
9786,2021-02-06 00:00:00,102900005125808,40.3
9838,2021-02-07 00:00:00,102900005125808,40.34
9890,2021-02-08 00:00:00,102900005125808,41.29
9935,2021-02-09 00:00:00,102900005116943,20.56
9942,2021-02-09 00:00:00,102900005125808,41.57
9987,2021-02-10 00:00:00,102900005116943,22.68
9997,2021-02-10 00:00:00,102900005125808,43.62
10033,2021-02-13 00:00:00,102900005116943,24.0
10040,2021-02-13 00:00:00,102900005125808,43.74
10076,2021-02-14 00:00:00,102900005116943,24.0
10083,2021-02-14 00:00:00,102900005125808,43.74
10118,2021-02-15 00:00:00,102900005116943,24.0
10126,2021-02-15 00:00:00,102900005125808,43.74
10157,2021-02-16 00:00:00,102900005116233,20.47
10164,2021-02-16 00:00:00,102900005116943,24.0
10171,2021-02-16 00:00:00,102900005125808,43.74
10203,2021-02-17 00:00:00,102900005116233,20.91
10211,2021-02-17 00:00:00,102900005116943,24.0
10220,2021-02-17 00:00:00,102900005125808,43.74
10250,2021-02-18 00:00:00,102900005116233,20.83
10259,2021-02-18 00:00:00,102900005116943,24.0
10266,2021-02-18 00:00:00,102900005125808,43.74
10296,2021-02-19 00:00:00,102900005116233,20.98
10304,2021-02-19 00:00:00,102900005116943,24.0
10310,2021-02-19 00:00:00,102900005125808,44.04
10340,2021-02-20 00:00:00,102900005116233,21.16
10351,2021-02-20 00:00:00,102900005116943,24.0
10357,2021-02-20 00:00:00,102900005125808,45.59
10389,2021-02-21 00:00:00,102900005116233,21.16
10397,2021-02-21 00:00:00,102900005116943,24.01
10403,2021-02-21 00:00:00,102900005125808,45.6
10435,2021-02-22 00:00:00,102900005116233,21.15
10442,2021-02-22 00:00:00,102900005116943,24.0
10448,2021-02-22 00:00:00,102900005125808,45.59
10470,2021-02-23 00:00:00,102900005115199,58.6
10481,2021-02-23 00:00:00,102900005116219,22.31
10482,2021-02-23 00:00:00,102900005116233,21.16
10490,2021-02-23 00:00:00,102900005116943,24.0
10494,2021-02-23 00:00:00,102900005125808,45.6
10517,2021-02-24 00:00:00,102900005115199,46.32
10527,2021-02-24 00:00:00,102900005116219,22.3
10529,2021-02-24 00:00:00,102900005116233,20.94
10537,2021-02-24 00:00:00,102900005116943,27.86
10539,2021-02-24 00:00:00,102900005117209,25.98
10543,2021-02-24 00:00:00,102900005125808,45.6
10574,2021-02-25 00:00:00,102900005116219,22.31
10576,2021-02-25 00:00:00,102900005116233,20.94
10584,2021-02-25 00:00:00,102900005116943,27.86
10586,2021-02-25 00:00:00,102900005117209,25.98
10592,2021-02-25 00:00:00,102900005125808,45.61
10610,2021-02-25 00:00:00,102900051009336,60.0
10616,2021-02-26 00:00:00,102900005115199,46.36
10625,2021-02-26 00:00:00,102900005116219,22.31
10627,2021-02-26 00:00:00,102900005116233,20.94
10635,2021-02-26 00:00:00,102900005116943,27.86
10637,2021-02-26 00:00:00,102900005117209,25.99
10640,2021-02-26 00:00:00,102900005125808,26.29
10662,2021-02-27 00:00:00,102900005115199,44.68
10671,2021-02-27 00:00:00,102900005116219,22.32
10673,2021-02-27 00:00:00,102900005116233,20.95
10681,2021-02-27 00:00:00,102900005116943,27.87
10682,2021-02-27 00:00:00,102900005117209,25.96
10685,2021-02-27 00:00:00,102900005125808,26.39
10728,2021-02-28 00:00:00,102900005116943,23.61
10729,2021-02-28 00:00:00,102900005117209,25.98
10733,2021-02-28 00:00:00,102900005125808,24.55
10754,2021-03-01 00:00:00,102900005115199,40.84
10767,2021-03-01 00:00:00,102900005116219,22.3
10780,2021-03-01 00:00:00,102900005117209,25.99
10784,2021-03-01 00:00:00,102900005125808,24.55
10805,2021-03-02 00:00:00,102900005115199,44.0
10833,2021-03-02 00:00:00,102900005125808,24.54
10856,2021-03-03 00:00:00,102900005115199,33.58
10879,2021-03-03 00:00:00,102900005117209,20.53
10883,2021-03-03 00:00:00,102900005125808,23.87
10905,2021-03-04 00:00:00,102900005115199,37.0
10927,2021-03-04 00:00:00,102900005117209,20.53
10952,2021-03-05 00:00:00,102900005115199,37.0
10975,2021-03-05 00:00:00,102900005117209,20.04
11003,2021-03-06 00:00:00,102900005115199,37.25
11054,2021-03-07 00:00:00,102900005115199,37.36
11105,2021-03-08 00:00:00,102900005115199,37.58
11158,2021-03-09 00:00:00,102900005115199,39.06
11208,2021-03-10 00:00:00,102900005115199,39.07
11258,2021-03-11 00:00:00,102900005115199,39.06
11310,2021-03-12 00:00:00,102900005115199,39.06
11361,2021-03-13 00:00:00,102900005115199,39.06
11419,2021-03-14 00:00:00,102900005115199,46.33
11470,2021-03-15 00:00:00,102900005115199,41.77
11515,2021-03-16 00:00:00,102900005115199,41.66
11562,2021-03-17 00:00:00,102900005115199,41.66
11612,2021-03-18 00:00:00,102900005115199,40.31
11660,2021-03-19 00:00:00,102900005115199,38.01
11711,2021-03-20 00:00:00,102900005115199,33.11
11734,2021-03-20 00:00:00,102900005117209,21.44
11763,2021-03-21 00:00:00,102900005115199,26.41
11784,2021-03-21 00:00:00,102900005117209,22.72
11814,2021-03-22 00:00:00,102900005115199,30.41
11838,2021-03-22 00:00:00,102900005117209,22.69
11866,2021-03-23 00:00:00,102900005115199,36.0
11915,2021-03-24 00:00:00,102900005115199,35.26
11962,2021-03-25 00:00:00,102900005115199,32.0
12011,2021-03-26 00:00:00,102900005115199,32.0
12058,2021-03-27 00:00:00,102900005115199,32.61
12105,2021-03-28 00:00:00,102900005115199,40.37
12155,2021-03-29 00:00:00,102900005115199,44.6
12202,2021-03-30 00:00:00,102900005115199,45.34
12227,2021-03-30 00:00:00,102900005125808,20.14
12247,2021-03-31 00:00:00,102900005115199,45.33
12273,2021-03-31 00:00:00,102900005125808,20.83
12293,2021-04-01 00:00:00,102900005115199,39.45
12321,2021-04-01 00:00:00,102900005125808,20.73
12343,2021-04-02 00:00:00,102900005115199,35.04
12371,2021-04-02 00:00:00,102900005125808,20.25
12426,2021-04-03 00:00:00,102900005125808,21.54
12475,2021-04-04 00:00:00,102900005125808,22.01
12522,2021-04-05 00:00:00,102900005125808,21.68
12568,2021-04-06 00:00:00,102900005125808,21.01
12809,2021-04-11 00:00:00,102900005125808,21.03
13859,2021-05-03 00:00:00,102900005115199,20.87
13905,2021-05-04 00:00:00,102900005115199,20.99
13949,2021-05-05 00:00:00,102900005115199,20.44
13997,2021-05-06 00:00:00,102900005115199,20.6
14270,2021-05-12 00:00:00,102900005115199,20.57
14816,2021-05-23 00:00:00,102900051000944,38.78
15633,2021-06-09 00:00:00,102900051000944,36.0
15686,2021-06-10 00:00:00,102900051000944,34.83
15738,2021-06-11 00:00:00,102900051000944,32.07
15790,2021-06-12 00:00:00,102900051000944,30.11
15840,2021-06-13 00:00:00,102900051000944,30.0
15885,2021-06-14 00:00:00,102900051000944,30.0
15935,2021-06-15 00:00:00,102900051000944,30.0
15979,2021-06-16 00:00:00,102900051000944,30.0
16022,2021-06-17 00:00:00,102900051000944,30.0
16065,2021-06-18 00:00:00,102900051000944,27.78
16112,2021-06-19 00:00:00,102900051000944,26.05
16158,2021-06-20 00:00:00,102900051000944,26.0
16200,2021-06-21 00:00:00,102900051000944,26.0
16244,2021-06-22 00:00:00,102900051000944,26.0
16290,2021-06-23 00:00:00,102900051000944,26.0
16340,2021-06-24 00:00:00,102900051000944,25.51
17581,2021-07-18 00:00:00,102900051000944,21.36
17629,2021-07-19 00:00:00,102900051000944,24.0
17682,2021-07-20 00:00:00,102900051000944,22.57
17742,2021-07-21 00:00:00,102900051000944,22.88
18419,2021-08-03 00:00:00,102900051000944,22.0
18467,2021-08-04 00:00:00,102900051000944,22.0
18515,2021-08-05 00:00:00,102900051000944,22.0
18566,2021-08-06 00:00:00,102900051000944,22.0
18614,2021-08-07 00:00:00,102900051000944,22.0
18661,2021-08-08 00:00:00,102900051000944,22.0
18710,2021-08-09 00:00:00,102900051000944,22.0
18757,2021-08-10 00:00:00,102900051000944,22.0
18806,2021-08-11 00:00:00,102900051000944,22.0
18856,2021-08-12 00:00:00,102900051000944,22.0
18907,2021-08-13 00:00:00,102900051000944,22.0
18955,2021-08-14 00:00:00,102900051000944,22.0
19006,2021-08-15 00:00:00,102900051000944,22.0
19056,2021-08-16 00:00:00,102900051000944,22.0
19101,2021-08-17 00:00:00,102900051000944,22.0
19148,2021-08-18 00:00:00,102900051000944,22.0
23953,2021-11-16 00:00:00,102900005115199,38.84
24011,2021-11-17 00:00:00,102900005115199,38.8
24128,2021-11-19 00:00:00,102900005115199,38.82
25169,2021-12-07 00:00:00,102900011001219,20.1
25457,2021-12-12 00:00:00,102900005125808,20.78
25516,2021-12-13 00:00:00,102900005125808,22.65
25571,2021-12-14 00:00:00,102900005125808,21.88
25628,2021-12-15 00:00:00,102900005125808,21.75
25649,2021-12-15 00:00:00,102900051009336,24.2
25685,2021-12-16 00:00:00,102900005125808,21.64
25747,2021-12-17 00:00:00,102900005125808,21.34
25814,2021-12-18 00:00:00,102900005125808,20.14
28129,2022-01-24 00:00:00,102900005125808,22.83
28198,2022-01-25 00:00:00,102900005125808,29.06
28262,2022-01-26 00:00:00,102900005125808,31.93
28329,2022-01-27 00:00:00,102900005125808,32.8
28383,2022-01-28 00:00:00,102900005116943,21.49
28393,2022-01-28 00:00:00,102900005125808,33.18
28450,2022-01-29 00:00:00,102900005116943,26.07
28458,2022-01-29 00:00:00,102900005125808,33.4
28506,2022-01-30 00:00:00,102900005116943,26.08
28514,2022-01-30 00:00:00,102900005125808,33.39
28558,2022-02-01 00:00:00,102900005116943,26.1
28564,2022-02-01 00:00:00,102900005125808,32.92
28604,2022-02-02 00:00:00,102900005116943,26.1
28610,2022-02-02 00:00:00,102900005125808,32.87
28648,2022-02-03 00:00:00,102900005116943,23.91
28653,2022-02-03 00:00:00,102900005125808,32.87
28704,2022-02-04 00:00:00,102900005125808,33.29
28752,2022-02-05 00:00:00,102900005116943,22.14
28759,2022-02-05 00:00:00,102900005125808,33.4
28773,2022-02-05 00:00:00,102900011029305,26.6
28809,2022-02-06 00:00:00,102900005116943,22.2
28817,2022-02-06 00:00:00,102900005125808,30.75
28831,2022-02-06 00:00:00,102900011029305,26.6
28867,2022-02-07 00:00:00,102900005116943,22.2
28875,2022-02-07 00:00:00,102900005125808,29.31
28935,2022-02-08 00:00:00,102900005125808,29.3
28946,2022-02-08 00:00:00,102900011029305,26.59
28998,2022-02-09 00:00:00,102900005125808,30.42
29063,2022-02-10 00:00:00,102900005125808,32.64
29124,2022-02-11 00:00:00,102900005125808,32.64
29188,2022-02-12 00:00:00,102900005125808,32.64
29203,2022-02-12 00:00:00,102900011029305,26.61
29251,2022-02-13 00:00:00,102900005125808,32.64
29267,2022-02-13 00:00:00,102900011029305,21.45
29317,2022-02-14 00:00:00,102900005125808,32.64
29329,2022-02-14 00:00:00,102900011029305,20.48
29369,2022-02-15 00:00:00,102900005116943,20.3
29388,2022-02-15 00:00:00,102900011029305,20.5
29428,2022-02-16 00:00:00,102900005116943,26.1
29436,2022-02-16 00:00:00,102900005125808,32.64
29485,2022-02-17 00:00:00,102900005116943,26.11
29505,2022-02-17 00:00:00,102900011029305,20.51
29542,2022-02-18 00:00:00,102900005116943,26.12
29551,2022-02-18 00:00:00,102900005125808,32.64
29565,2022-02-18 00:00:00,102900011029305,20.5
29606,2022-02-19 00:00:00,102900005116943,26.08
29615,2022-02-19 00:00:00,102900005125808,32.63
29678,2022-02-20 00:00:00,102900005125808,32.56
29724,2022-02-21 00:00:00,102900005116943,26.09
29780,2022-02-22 00:00:00,102900005116943,26.11
29839,2022-02-23 00:00:00,102900005116943,26.13
30032,2022-02-26 00:00:00,102900011007495,35.1
30155,2022-02-28 00:00:00,102900011007495,35.12
30165,2022-02-28 00:00:00,102900011029305,20.52
30224,2022-03-01 00:00:00,102900011015384,30.8
30229,2022-03-01 00:00:00,102900011029305,20.52
30287,2022-03-02 00:00:00,102900011015384,30.79
30349,2022-03-03 00:00:00,102900011015384,30.8
30354,2022-03-03 00:00:00,102900011029305,20.52
30406,2022-03-04 00:00:00,102900011008133,34.51
30417,2022-03-04 00:00:00,102900011029305,20.51
30438,2022-03-05 00:00:00,102900005115199,35.97
30557,2022-03-06 00:00:00,102900011015384,30.39
30601,2022-03-07 00:00:00,102900005116943,20.07
30667,2022-03-08 00:00:00,102900005116943,20.14
30731,2022-03-09 00:00:00,102900005116943,20.12
30796,2022-03-10 00:00:00,102900005116943,20.15
30812,2022-03-10 00:00:00,102900011015384,30.42
30858,2022-03-11 00:00:00,102900005116943,20.13
30876,2022-03-11 00:00:00,102900011015384,30.4
30918,2022-03-12 00:00:00,102900005116943,20.13
30985,2022-03-13 00:00:00,102900005116943,20.13
31056,2022-03-14 00:00:00,102900005116943,24.79
31107,2022-03-15 00:00:00,102900005115199,30.1
31127,2022-03-15 00:00:00,102900005116943,25.1
31180,2022-03-16 00:00:00,102900005115199,27.81
31205,2022-03-16 00:00:00,102900005116943,25.1
31331,2022-03-17 00:00:00,102900051004294,20.74
31372,2022-03-18 00:00:00,102900011007495,30.0
31405,2022-03-18 00:00:00,102900051004294,26.13
31443,2022-03-19 00:00:00,102900011007495,30.0
31449,2022-03-19 00:00:00,102900011021675,40.67
31476,2022-03-19 00:00:00,102900051004294,20.65
31512,2022-03-20 00:00:00,102900011007495,30.0
31518,2022-03-20 00:00:00,102900011015384,30.5
31520,2022-03-20 00:00:00,102900011021675,40.66
31543,2022-03-20 00:00:00,102900051004294,20.65
31583,2022-03-21 00:00:00,102900011015384,30.53
31611,2022-03-21 00:00:00,102900051004294,20.65
31616,2022-03-22 00:00:00,102900005115199,20.42
31642,2022-03-22 00:00:00,102900011000328,20.02
31651,2022-03-22 00:00:00,102900011015384,30.54
31675,2022-03-22 00:00:00,102900051004294,20.65
31680,2022-03-23 00:00:00,102900005115199,21.56
31705,2022-03-23 00:00:00,102900011000328,20.02
31741,2022-03-24 00:00:00,102900005115199,29.06
31768,2022-03-24 00:00:00,102900011000328,20.16
31803,2022-03-25 00:00:00,102900005115199,20.69
31831,2022-03-25 00:00:00,102900011000328,21.44
31842,2022-03-25 00:00:00,102900011015384,28.51
31869,2022-03-25 00:00:00,102900051004294,23.53
31873,2022-03-26 00:00:00,102900005115199,26.13
31898,2022-03-26 00:00:00,102900011000328,22.32
31929,2022-03-26 00:00:00,102900051004294,26.77
31961,2022-03-27 00:00:00,102900011000328,22.25
31996,2022-03-27 00:00:00,102900051004294,26.77
32001,2022-03-28 00:00:00,102900005115199,32.33
32027,2022-03-28 00:00:00,102900011000328,21.0
32036,2022-03-28 00:00:00,102900011015384,28.46
32060,2022-03-28 00:00:00,102900051004294,27.13
32065,2022-03-29 00:00:00,102900005115199,32.33
32092,2022-03-29 00:00:00,102900011000328,21.0
32099,2022-03-29 00:00:00,102900011015384,28.44
32127,2022-03-29 00:00:00,102900051004294,27.24
32132,2022-03-30 00:00:00,102900005115199,25.45
32161,2022-03-30 00:00:00,102900011000328,21.0
32200,2022-03-30 00:00:00,102900051004294,27.18
32204,2022-03-31 00:00:00,102900005115199,20.03
32230,2022-03-31 00:00:00,102900011000328,21.0
32263,2022-03-31 00:00:00,102900051004294,27.18
32268,2022-04-01 00:00:00,102900005115199,20.23
32295,2022-04-01 00:00:00,102900011000328,21.29
32330,2022-04-01 00:00:00,102900051004294,27.2
32361,2022-04-02 00:00:00,102900011000328,22.06
32402,2022-04-02 00:00:00,102900051004294,26.73
32407,2022-04-03 00:00:00,102900005115199,21.81
32419,2022-04-03 00:00:00,102900005116233,26.54
32436,2022-04-03 00:00:00,102900011000328,22.07
32473,2022-04-03 00:00:00,102900051004294,25.29
32477,2022-04-04 00:00:00,102900005115199,30.51
32488,2022-04-04 00:00:00,102900005116233,26.14
32502,2022-04-04 00:00:00,102900011000328,22.07
